city,state_id,lat,lng,population
North Madison,OH,41.8297,-81.0507,8739
Chanute,KS,37.6695,-95.4621,8737
Brooksville,FL,28.5404,-82.3903,8735
Atmore,AL,31.0927,-87.4762,8734
Seneca,SC,34.6818,-82.9600,8734
Sanger,TX,33.3715,-97.1678,8730
Taft,CA,35.1268,-119.4243,8730
La Cresta,CA,35.3972,-118.9892,8726
Sanatoga,PA,40.2497,-75.5887,8724
Bath,ME,43.9346,-69.8346,8718
Graham,TX,33.1017,-98.5779,8718
Clanton,AL,32.8444,-86.6233,8715
Park Hills,MO,37.8211,-90.5050,8708
Clarendon Hills,IL,41.7981,-87.9568,8707
Booneville,MS,34.6643,-88.5684,8702
Orosi,CA,36.5433,-119.2914,8701
Hoquiam,WA,46.9863,-123.9022,8700
Audubon,NJ,39.8906,-75.0722,8693
Wyoming,OH,39.2297,-84.4816,8691
Fair Lakes,VA,38.8530,-77.3885,8689
Reserve,LA,30.0741,-90.5557,8688
Lamesa,TX,32.7333,-101.9541,8685
Olmsted Falls,OH,41.3657,-81.9038,8684
Gibsonville,NC,36.0993,-79.5415,8684
Cheviot,OH,39.1577,-84.6139,8683
Orange Park,FL,30.1706,-81.7041,8682
Pleasant Hill,MO,38.8059,-94.2652,8673
East York,PA,39.9687,-76.6755,8670
Hollymead,VA,38.1266,-78.4386,8668
Bryan,OH,41.4706,-84.5483,8668
Commerce,TX,33.2421,-95.8992,8667
Hillcrest,NY,41.1298,-74.0350,8667
Covington,TN,35.5660,-89.6482,8666
Wesley Chapel,NC,34.9985,-80.6903,8661
Litchfield Beach,SC,33.4773,-79.1181,8660
Highland Heights,OH,41.5518,-81.4691,8658
Oxford,NC,36.3155,-78.5848,8658
Tecumseh,MI,42.0066,-83.9450,8645
Swissvale,PA,40.4206,-79.8859,8645
McKee City,NJ,39.4465,-74.6445,8644
Hillview,KY,38.0562,-85.6847,8638
McCordsville,IN,39.8966,-85.9208,8629
Gonzales,CA,36.5055,-121.4427,8628
San Lorenzo,PR,18.1875,-65.9680,8628
Micco,FL,27.8683,-80.5100,8618
Fort Mitchell,KY,39.0460,-84.5562,8618
Dunn,NC,35.3114,-78.6129,8616
Ogden,NC,34.2656,-77.7966,8613
Clinton,OK,35.5069,-98.9706,8612
Druid Hills,GA,33.7842,-84.3272,8611
Wharton,TX,29.3177,-96.1022,8595
Summit View,WA,47.1343,-122.3467,8593
Village Green-Green Ridge,PA,39.8639,-75.4257,8592
Glenwood,IL,41.5410,-87.6118,8590
Independence,KS,37.2119,-95.7327,8584
Malverne,NY,40.6746,-73.6721,8583
Mahopac,NY,41.3688,-73.7414,8573
Closter,NJ,40.9733,-73.9604,8573
Dayton,TX,30.0315,-94.9158,8569
Gresham Park,GA,33.7053,-84.3155,8569
Delavan,WI,42.6282,-88.6323,8568
San Sebastián,PR,18.3356,-66.9948,8568
Monticello,AR,33.6257,-91.7934,8567
South Kensington,MD,39.0188,-77.0785,8566
Monona,WI,43.0540,-89.3334,8560
Guntersville,AL,34.3671,-86.2637,8559
Lake of the Woods,VA,38.3343,-77.7599,8557
Paris,IL,39.6148,-87.6903,8553
Socorro,NM,34.0543,-106.9065,8553
Helena Valley West Central,MT,46.6634,-112.0604,8550
Baxter,MN,46.3426,-94.2793,8544
Westwego,LA,29.9058,-90.1434,8538
Bee Cave,TX,30.3084,-97.9629,8538
Aibonito,PR,18.1398,-66.2659,8532
University of California-Davis,CA,38.5378,-121.7579,8532
Gering,NE,41.8275,-103.6622,8521
Los Altos Hills,CA,37.3669,-122.1387,8520
Sitka,AK,57.2401,-135.3152,8518
Center Line,MI,42.4805,-83.0274,8515
Barre,VT,44.1998,-72.5085,8514
Lewistown,PA,40.5964,-77.5730,8513
Smithfield,VA,36.9755,-76.6152,8513
Blanchard,OK,35.1524,-97.6602,8511
Richland Hills,TX,32.8095,-97.2273,8505
Hastings-on-Hudson,NY,40.9904,-73.8799,8505
Broadview Park,FL,26.0978,-80.2090,8505
Sallisaw,OK,35.4606,-94.8072,8503
Bryans Road,MD,38.6145,-77.0851,8502
Milton,WA,47.2524,-122.3153,8501
Montecito,CA,34.4384,-119.6309,8494
Old Forge,PA,41.3704,-75.7409,8494
Lancaster,SC,34.7248,-80.7804,8489
Corrales,NM,35.2366,-106.6191,8488
Seffner,FL,27.9981,-82.2735,8484
Perryville,MO,37.7263,-89.8759,8482
South Lockport,NY,43.1366,-78.6855,8480
Othello,WA,46.8221,-119.1653,8470
West Long Branch,NJ,40.2883,-74.0185,8470
West Haven-Sylvan,OR,45.5164,-122.7655,8469
Farmingdale,NY,40.7328,-73.4468,8468
Arab,AL,34.3309,-86.4991,8462
Templeton,CA,35.5560,-120.7181,8458
Lock Haven,PA,41.1365,-77.4521,8458
Village of Waukesha,WI,42.9601,-88.2480,8455
Pleasant Hills,PA,40.3298,-79.9596,8454
Shiprock,NM,36.7924,-108.7005,8452
Warrenton,MO,38.8187,-91.1385,8450
Menominee,MI,45.1221,-87.6234,8449
Sandpoint,ID,48.2822,-116.5614,8448
Virginia,MN,47.5168,-92.5127,8444
Dumbarton,VA,37.6130,-77.5066,8443
Miles City,MT,46.4059,-105.8385,8441
Midway City,CA,33.7452,-117.9849,8440
Arroyo,PR,17.9706,-66.0598,8438
Georgetown,SC,33.3594,-79.2958,8435
Fort Stockton,TX,30.8926,-102.8842,8433
Folsom,PA,39.8924,-75.3287,8430
North Merritt Island,FL,28.4585,-80.7162,8429
Sutherlin,OR,43.3882,-123.3242,8429
Springfield,FL,30.1711,-85.6090,8429
Kalifornsky,AK,60.4417,-151.1972,8428
Edgewood,KY,39.0092,-84.5604,8427
Crete,IL,41.4401,-87.6235,8425
Newton,NJ,41.0534,-74.7527,8423
York,SC,34.9967,-81.2341,8423
Sans Souci,SC,34.8901,-82.4241,8421
Northfield,NJ,39.3718,-74.5543,8419
Laurel Hill,VA,38.7026,-77.2422,8415
Crestwood Village,NJ,39.9568,-74.3524,8414
Montvale,NJ,41.0529,-74.0499,8413
Olivette,MO,38.6724,-90.3786,8408
Summit Park,UT,40.7423,-111.5872,8406
Corbin,KY,36.9323,-84.1006,8397
Half Moon,NC,34.8297,-77.4591,8397
Skiatook,OK,36.3699,-95.9856,8396
Conover,NC,35.7154,-81.2174,8393
Black Mountain,NC,35.6144,-82.3274,8386
Harrison,TN,35.1271,-85.1453,8383
Rawlins,WY,41.7849,-107.2265,8382
Kenilworth,NJ,40.6781,-74.2890,8377
Harrisburg,IL,37.7374,-88.5457,8375
East Franklin,NJ,40.4933,-74.4710,8375
Lihue,HI,21.9721,-159.3564,8371
Orrville,OH,40.8480,-81.7743,8369
Meadow Lakes,AK,61.6380,-149.6080,8367
Valley Center,KS,37.8332,-97.3646,8365
Stuttgart,AR,34.4952,-91.5487,8363
Stevensville,MD,38.9745,-76.3184,8359
Flushing,MI,43.0637,-83.8403,8356
Eaton,OH,39.7506,-84.6342,8355
Dalhart,TX,36.0580,-102.5123,8354
Somers,WI,42.6411,-87.8919,8354
Park City,UT,40.6502,-111.5013,8352
Upper Saddle River,NJ,41.0634,-74.0985,8352
Wynne,AR,35.2322,-90.7897,8352
Abingdon,VA,36.7090,-81.9713,8350
Plumas Lake,CA,38.9845,-121.5634,8349
Ephrata,WA,47.3122,-119.5341,8348
Heber,CA,32.7325,-115.5294,8346
Meridianville,AL,34.8729,-86.5722,8344
Beebe,AR,35.0713,-91.8998,8343
Kennedale,TX,32.6434,-97.2172,8342
Ellsworth,ME,44.5847,-68.4875,8340
Pomona,NJ,39.4688,-74.5502,8340
Princeton,IN,38.3553,-87.5784,8337
Aberdeen,NC,35.1350,-79.4326,8333
Hondo,TX,29.3531,-99.1616,8332
Winnemucca,NV,40.9645,-117.7247,8325
Denison,IA,42.0162,-95.3528,8323
Brazil,IN,39.5226,-87.1240,8320
Trinidad,CO,37.1751,-104.4908,8318
Runnemede,NJ,39.8522,-75.0740,8316
Whitehouse,TX,32.2222,-95.2210,8316
St. Marys,OH,40.5476,-84.3926,8311
Berkeley,MO,38.7439,-90.3361,8310
Castle Shannon,PA,40.3664,-80.0194,8307
Mason,MI,42.5806,-84.4427,8307
Long Hill,CT,41.2666,-73.2283,8307
Rolling Hills Estates,CA,33.7783,-118.3509,8305
Wading River,NY,40.9464,-72.8230,8304
Lake Geneva,WI,42.5824,-88.4281,8300
Elwood,IN,40.2738,-85.8374,8295
Butner,NC,36.1285,-78.7501,8295
Shelby,OH,40.8847,-82.6578,8294
Mount Rainier,MD,38.9423,-76.9645,8290
Croton-on-Hudson,NY,41.2005,-73.9001,8289
Bellevue,PA,40.4945,-80.0550,8287
Hillside,IL,41.8675,-87.9019,8286
Hornell,NY,42.3333,-77.6633,8284
Citrus Hills,FL,28.8870,-82.4312,8279
Spring Valley Lake,CA,34.4987,-117.2683,8266
Wytheville,VA,36.9530,-81.0881,8260
Long Grove,IL,42.1967,-88.0058,8258
Kronenwetter,WI,44.8164,-89.5807,8257
Dormont,PA,40.3941,-80.0377,8255
Mukwonago,WI,42.8570,-88.3269,8255
Topanga,CA,34.0965,-118.6053,8255
Oberlin,OH,41.2860,-82.2198,8253
Oak Island,NC,33.9434,-78.1366,8252
Orono,MN,44.9657,-93.5908,8252
Mount Joy,PA,40.1106,-76.5065,8251
Franklin,VA,36.6831,-76.9386,8249
Johnstown,NY,43.0073,-74.3755,8247
Waite Park,MN,45.5313,-94.2528,8245
Altoona,WI,44.8029,-91.4385,8244
Brookhaven,PA,39.8715,-75.3918,8243
Murphy,MO,38.4922,-90.4856,8241
Oradell,NJ,40.9562,-74.0314,8236
Applewood,CO,39.7523,-105.1604,8236
Eden Isle,LA,30.2268,-89.8043,8233
Oak Hill,WV,37.9844,-81.1277,8228
Oak Grove,MO,39.0075,-94.1282,8228
Liberty,TX,30.0378,-94.7879,8227
Gilberts,IL,42.1097,-88.3715,8220
Maplewood,MO,38.6121,-90.3240,8220
Minnetrista,MN,44.9356,-93.7107,8215
Wilson,PA,40.6844,-75.2407,8215
Wilmington Manor,DE,39.6858,-75.5849,8212
Hood River,OR,45.7092,-121.5260,8210
Breinigsville,PA,40.5394,-75.6347,8205
Travis Ranch,TX,32.8015,-96.4775,8201
Cushing,OK,35.9794,-96.7609,8201
Bellevue,OH,41.2745,-82.8403,8201
Cuero,TX,29.1023,-97.2871,8200
Scott,LA,30.2398,-92.0948,8200
Providence,UT,41.7035,-111.8123,8199
Stayton,OR,44.8034,-122.7984,8199
Brentwood,MO,38.6194,-90.3475,8198
Mayo,MD,38.9042,-76.5179,8197
Hillsdale,MI,41.9267,-84.6356,8196
Moundsville,WV,39.9221,-80.7422,8195
Austell,GA,33.8201,-84.6451,8194
Hillsboro,TX,32.0093,-97.1150,8193
Price,UT,39.6040,-110.8003,8192
Glastonbury Center,CT,41.7016,-72.6002,8187
Iowa Colony,TX,29.4407,-95.4206,8187
Dayton,NJ,40.3768,-74.5112,8185
Green,OR,43.1509,-123.3854,8182
Oak Brook,IL,41.8373,-87.9516,8178
Rhinelander,WI,45.6358,-89.4261,8177
Juncos,PR,18.2256,-65.9161,8174
Laughlin,NV,35.1401,-114.6206,8174
Jefferson City,TN,36.1201,-83.4829,8173
Orland,CA,39.7461,-122.1856,8168
Hampton,GA,33.3774,-84.2969,8166
Fern Park,FL,28.6485,-81.3458,8164
Spotswood,NJ,40.3949,-74.3920,8163
Pulaski,TN,35.1933,-87.0350,8163
Corning,CA,39.9283,-122.1819,8156
Ketchikan,AK,55.3556,-131.6698,8150
Hatboro,PA,40.1775,-75.1055,8150
Sheboygan Falls,WI,43.7290,-87.8266,8147
Prien,LA,30.1601,-93.2611,8147
Milan,TN,35.9126,-88.7554,8143
Kenwood,OH,39.2066,-84.3750,8143
Alliance,NE,42.1025,-102.8766,8141
North Patchogue,NY,40.7833,-73.0234,8138
Guadalupe,CA,34.9609,-120.5735,8138
Bellwood,VA,37.4060,-77.4363,8138
Kirby,TX,29.4614,-98.3855,8134
Thompsonville,CT,41.9915,-72.5965,8134
Four Corners,MD,39.0235,-77.0102,8131
Parkville,PA,39.7859,-76.9686,8131
Irondale,GA,33.4773,-84.3601,8127
Clinton,NC,35.0004,-78.3313,8124
Milliken,CO,40.3115,-104.8561,8122
Union,SC,34.7235,-81.6248,8119
Maryville,IL,38.7264,-89.9647,8115
Camp Hill,PA,40.2422,-76.9274,8115
Dock Junction,GA,31.2031,-81.5155,8111
Nevada,MO,37.8445,-94.3492,8111
Groesbeck,OH,39.2290,-84.5959,8110
Livingston,MT,45.6665,-110.5539,8110
Carnegie,PA,40.4080,-80.0861,8100
St. Francis,MN,45.3991,-93.3901,8099
Grandview Heights,OH,39.9793,-83.0408,8099
Carl Junction,MO,37.1668,-94.5469,8099
Roxboro,NC,36.3879,-78.9812,8097
Manhasset,NY,40.7884,-73.6943,8093
York,NE,40.8701,-97.5928,8091
Sioux Center,IA,43.0748,-96.1707,8090
Centerville,GA,32.6342,-83.6853,8089
Richfield,UT,38.7613,-112.0931,8086
Selah,WA,46.6481,-120.5390,8081
Westlake Village,CA,34.1369,-118.8220,8081
Interlaken,CA,36.9505,-121.7363,8079
Senatobia,MS,34.6081,-89.9762,8075
Basking Ridge,NJ,40.7061,-74.5568,8074
Albion,MI,42.2478,-84.7572,8061
New Prague,MN,44.5459,-93.5755,8060
Latrobe,PA,40.3125,-79.3825,8058
Pismo Beach,CA,35.1487,-120.6493,8058
North Bay Village,FL,25.8487,-80.1535,8057
Island Lake,IL,42.2782,-88.1999,8057
Grand Blanc,MI,42.9258,-83.6181,8055
Antigo,WI,45.1410,-89.1552,8054
Thousand Palms,CA,33.8150,-116.3545,8052
Rockton,IL,42.4445,-89.0634,8051
Gypsum,CO,39.6287,-106.9348,8047
Downingtown,PA,40.0076,-75.7019,8047
Mahtomedi,MN,45.0619,-92.9660,8041
Firebaugh,CA,36.8533,-120.4535,8040
Vinton,VA,37.2746,-79.8887,8039
Quincy,FL,30.5661,-84.5858,8038
Boonville,MO,38.9587,-92.7472,8036
Kenton,OH,40.6449,-83.6093,8032
Los Fresnos,TX,26.0750,-97.4875,8023
Alondra Park,CA,33.8885,-118.3350,8022
Butler,NJ,40.9990,-74.3472,8019
Hampshire,IL,42.1124,-88.5118,8019
Whitmore Lake,MI,42.4258,-83.7530,8019
Winooski,VT,44.4948,-73.1846,8015
Madison Park,NJ,40.4454,-74.2966,8014
South Boston,VA,36.7132,-78.9135,8011
North Star,DE,39.7550,-75.7331,8009
Duvall,WA,47.7354,-121.9726,8007
Fort Riley,KS,39.1064,-96.8117,8006
Payette,ID,44.0788,-116.9255,7999
Atco,NJ,39.7682,-74.8618,7999
Broadview,IL,41.8583,-87.8562,7997
Evergreen,MT,48.2308,-114.2700,7988
Wyoming,MN,45.3365,-92.9766,7984
St. Martin,MS,30.4400,-88.8652,7984
Homestead Meadows South,TX,31.8110,-106.1643,7981
Montpelier,VT,44.2659,-72.5717,7966
Jennings Lodge,OR,45.3927,-122.6152,7953
Port Jefferson,NY,40.9466,-73.0577,7951
Center Moriches,NY,40.8004,-72.7958,7948
Fort Lupton,CO,40.0827,-104.8068,7947
Dexter,MO,36.7928,-89.9632,7947
Three Rivers,MI,41.9470,-85.6281,7946
South Beloit,IL,42.4825,-89.0260,7943
Silvis,IL,41.4976,-90.4101,7942
Grove City,PA,41.1572,-80.0894,7942
Fletcher,NC,35.4316,-82.5039,7935
Gold River,CA,38.6268,-121.2488,7932
Wahpeton,ND,46.2722,-96.6118,7928
Congers,NY,41.1491,-73.9457,7926
McGregor,FL,26.5611,-81.9134,7924
Greenbriar,VA,38.8717,-77.3970,7914
Golden Valley,AZ,35.2060,-114.2327,7914
Bradford,PA,41.9605,-78.6412,7913
Wedgefield,FL,28.4847,-81.0809,7912
Waller,WA,47.2035,-122.3700,7907
Lincolnshire,IL,42.1958,-87.9182,7905
Jersey Village,TX,29.8903,-95.5721,7904
Fort Dix,NJ,40.0060,-74.6089,7904
Humboldt,TN,35.8271,-88.9058,7899
Withamsville,OH,39.0628,-84.2808,7899
Luquillo,PR,18.3719,-65.7221,7898
Earlimart,CA,35.8914,-119.2721,7896
Sequim,WA,48.0746,-123.0945,7896
Paloma Creek South,TX,33.2100,-96.9325,7896
Ashland,WI,46.5799,-90.8713,7890
Brigantine,NJ,39.4138,-74.3787,7890
Pearsall,TX,28.8915,-99.0975,7888
Spring Hill,KS,38.7565,-94.8201,7883
Fruitvale,CO,39.0933,-108.4789,7883
Rockwood,VA,37.4630,-77.5744,7880
Fruitland Park,FL,28.8599,-81.9177,7879
Good Hope,CA,33.7706,-117.2771,7877
Park City,IL,42.3521,-87.8914,7876
Rapid Valley,SD,44.0674,-103.1223,7875
Southwood Acres,CT,41.9582,-72.5726,7875
Scappoose,OR,45.7582,-122.8730,7871
St. Joseph,MI,42.0968,-86.4849,7868
Barberton,WA,45.7136,-122.6115,7865
Bernardsville,NJ,40.7268,-74.5918,7862
Charlestown,IN,38.4270,-85.6677,7859
Bonner Springs,KS,39.0817,-94.8776,7858
Ripley,TN,35.7449,-89.5358,7856
Lake Carmel,NY,41.4610,-73.6683,7854
Woodland Park,CO,38.9985,-105.0594,7854
Seaford,DE,38.6538,-75.6110,7852
Fort Belvoir,VA,38.7119,-77.1459,7850
Lexington,TN,35.6618,-88.3944,7849
Orange Beach,AL,30.2942,-87.5849,7847
Savage,MD,39.1485,-76.8228,7841
Crozet,VA,38.0645,-78.6961,7840
Perry,IA,41.8387,-94.0938,7836
Blandon,PA,40.4447,-75.8799,7836
Campbell,OH,41.0777,-80.5903,7831
Newport,AR,35.6234,-91.2322,7829
Ilion,NY,43.0114,-75.0396,7826
Webster City,IA,42.4622,-93.8168,7825
Bay Minette,AL,30.8930,-87.7912,7824
Jefferson,WI,43.0044,-88.8084,7821
Catoosa,OK,36.1834,-95.7680,7821
Burton,SC,32.4232,-80.7456,7818
Park City,KS,37.8101,-97.3256,7817
Lacombe,LA,30.3141,-89.9310,7817
Yreka,CA,41.7291,-122.6312,7807
Garden City Park,NY,40.7435,-73.6639,7807
South Weber,UT,41.1334,-111.9393,7801
West Dundee,IL,42.0981,-88.3066,7797
Albertville,MN,45.2364,-93.6618,7792
Mount Ivy,NY,41.1927,-74.0296,7792
Grand Ledge,MI,42.7534,-84.7448,7792
Northridge,OH,39.9971,-83.7770,7791
Boyes Hot Springs,CA,38.3126,-122.4888,7791
Middleborough Center,MA,41.8945,-70.9260,7790
Chester,IL,37.9200,-89.8260,7787
Ripon,WI,43.8436,-88.8386,7784
Whitefish,MT,48.4328,-114.3590,7783
Shorewood,MN,44.9034,-93.5905,7779
Mechanicstown,NY,41.4472,-74.3914,7777
Stanwood,WA,48.2449,-122.3426,7776
Mantua,VA,38.8526,-77.2571,7771
Woodfin,NC,35.6457,-82.5915,7771
Alta Sierra,CA,39.1237,-121.0523,7769
Decorah,IA,43.3012,-91.7839,7767
Collinsville,OK,36.3723,-95.8609,7765
Glen Ridge,NJ,40.8041,-74.2043,7764
St. Rose,LA,29.9649,-90.3088,7764
Bloomingdale,NJ,41.0300,-74.3319,7759
Brook Highland,AL,33.4359,-86.6849,7754
Clinton,SC,34.4781,-81.8638,7753
Princeton,IL,41.3807,-89.4640,7750
Palmyra,PA,40.3099,-76.5943,7750
Cherry Valley,CA,33.9797,-116.9694,7749
Wellington,KS,37.2625,-97.4260,7745
Siler City,NC,35.7251,-79.4560,7742
Baldwinsville,NY,43.1578,-76.3325,7739
Belterra,TX,30.1885,-97.9845,7736
Long Branch,VA,38.8302,-77.2713,7734
Paradise,CA,39.7558,-121.6063,7730
Lochbuie,CO,40.0118,-104.7271,7730
Westmere,NY,42.6884,-73.8744,7730
Ponchatoula,LA,30.4402,-90.4428,7729
Ludington,MI,43.9573,-86.4434,7728
Mount Horeb,WI,43.0060,-89.7316,7727
Fanwood,NJ,40.6417,-74.3857,7727
Blair,NE,41.5416,-96.1359,7725
Joshua,TX,32.4580,-97.3849,7722
Leola,PA,40.0915,-76.1891,7721
Clover Creek,WA,47.1404,-122.3827,7718
Port Jefferson Station,NY,40.9259,-73.0652,7716
Highlands,TX,29.8130,-95.0577,7714
Brevard,NC,35.2438,-82.7265,7712
Breaux Bridge,LA,30.2829,-91.9043,7711
Hales Corners,WI,42.9409,-88.0491,7704
Marion,NC,35.6777,-82.0017,7703
Mims,FL,28.6929,-80.8468,7702
Oroville East,CA,39.4947,-121.4866,7701
St. Johns,MI,43.0006,-84.5554,7700
Oak Grove,KY,36.6686,-87.4216,7699
Millersville,PA,40.0047,-76.3522,7698
Fairlawn,OH,41.1271,-81.6216,7697
Wagoner,OK,35.9645,-95.3785,7694
Severance,CO,40.5265,-104.8650,7691
Mansfield Center,MA,42.0225,-71.2180,7689
South Apopka,FL,28.6570,-81.5058,7688
Inverness,IL,42.1153,-88.1019,7684
Odessa,FL,28.1821,-82.5530,7682
Mystic Island,NJ,39.5659,-74.3831,7679
Houghton,MI,47.1118,-88.5675,7675
Jerseyville,IL,39.1176,-90.3270,7674
Clear Lake,IA,43.1347,-93.3740,7673
Travelers Rest,SC,34.9582,-82.4412,7670
Makawao,HI,20.8480,-156.3190,7670
Camden,SC,34.2570,-80.6090,7666
Southeast Arcadia,FL,27.1862,-81.8521,7664
Plain City,UT,41.3071,-112.0877,7662
Robinwood,MD,39.6265,-77.6630,7662
New Albany,MS,34.4909,-89.0201,7657
South San Gabriel,CA,34.0488,-118.0961,7653
Seward,NE,40.9099,-97.0957,7651
Sunnyvale,TX,32.7974,-96.5577,7647
Hubbard,OH,41.1595,-80.5672,7645
Piñon Hills,CA,34.4437,-117.6214,7641
Ojai,CA,34.4488,-119.2469,7640
Ruidoso,NM,33.3646,-105.6434,7636
Lamar,CO,38.0740,-102.6154,7636
Twin Lakes,CO,39.8229,-105.0036,7635
Quincy,WA,47.2344,-119.8530,7630
White Oak,PA,40.3415,-79.8008,7623
River Oaks,TX,32.7767,-97.3985,7623
California Polytechnic State University,CA,35.3053,-120.6655,7622
Tyrone,GA,33.4752,-84.5941,7615
Monahans,TX,31.6289,-103.0403,7614
Navasota,TX,30.3873,-96.0901,7614
Southwest Ranches,FL,26.0476,-80.3751,7613
San Isidro,PR,18.3921,-65.8844,7613
Montrose,VA,37.5200,-77.3772,7612
Rockville,CT,41.8665,-72.4512,7612
Canfield,OH,41.0291,-80.7698,7605
Landen,OH,39.3154,-84.2768,7605
Fairfax,CA,37.9886,-122.5952,7605
Cotati,CA,38.3278,-122.7092,7603
Farmington,AR,36.0370,-94.2537,7601
Hudsonville,MI,42.8632,-85.8627,7598
Larkfield-Wikiup,CA,38.5130,-122.7536,7595
Lake Dallas,TX,33.1279,-97.0234,7594
Creston,IA,41.0598,-94.3650,7594
Floris,VA,38.9347,-77.4084,7592
Pittston,PA,41.3272,-75.7888,7589
Briarcliff Manor,NY,41.1400,-73.8438,7587
Valley Falls,SC,35.0073,-81.9692,7583
Farr West,UT,41.3015,-112.0318,7581
Dunellen,NJ,40.5903,-74.4656,7580
Fort Scott,KS,37.8283,-94.7038,7579
Brunswick,MD,39.3180,-77.6253,7578
Williston Park,NY,40.7587,-73.6465,7571
Hartsville,SC,34.3675,-80.0829,7565
Sebastopol,CA,38.4001,-122.8275,7563
Round Lake Park,IL,42.3309,-88.0750,7559
Ellwood City,PA,40.8619,-80.2829,7555
Watsessing,NJ,40.7866,-74.2007,7555
Villanova,PA,40.0405,-75.3410,7553
Lander,WY,42.8312,-108.7599,7551
DuBois,PA,41.1223,-78.7565,7548
Bridge City,LA,29.9321,-90.1594,7542
Kill Devil Hills,NC,36.0167,-75.6699,7541
Knoxville,IA,41.3188,-93.1024,7537
Collinsville,VA,36.7215,-79.9122,7529
Ben Lomond,CA,37.0782,-122.0881,7528
Bull Run,VA,38.8396,-77.4897,7526
Waikoloa Village,HI,19.9443,-155.8053,7519
Kentfield,CA,37.9481,-122.5497,7517
Mount Sterling,KY,38.0648,-83.9472,7517
Iron Mountain,MI,45.8275,-88.0599,7516
Cleveland,TX,30.3381,-95.0908,7515
Bloomfield,NM,36.7401,-107.9734,7514
Independence,OH,41.3780,-81.6385,7512
Gridley,CA,39.3622,-121.6971,7510
Crookston,MN,47.7747,-96.6062,7509
Baltimore Highlands,MD,39.2355,-76.6367,7506
Shields,MI,43.4211,-84.0747,7506
Red Chute,LA,32.5732,-93.6059,7504
Dunbar,WV,38.3688,-81.7345,7500
Middletown,PA,40.6440,-75.3244,7495
Kula,HI,20.7706,-156.3284,7495
Waikele,HI,21.4025,-158.0058,7495
London,KY,37.1175,-84.0767,7492
Nuevo,CA,33.8011,-117.1414,7491
Berlin,NJ,39.7915,-74.9374,7484
Tell City,IN,37.9529,-86.7595,7482
South Cleveland,TN,35.1096,-84.9097,7481
New Cumberland,PA,40.2297,-76.8764,7481
Chesterland,OH,41.5269,-81.3545,7481
Hastings,MI,42.6498,-85.2886,7480
Ashland,VA,37.7597,-77.4716,7478
Inverness Highlands South,FL,28.8007,-82.3371,7477
Pleasantville,NY,41.1377,-73.7828,7469
Marengo,IL,42.2299,-88.6163,7466
Page,AZ,36.9426,-111.5071,7466
Vernon,WI,42.8840,-88.2494,7464
Etowah,NC,35.3061,-82.5902,7464
Brighton,MI,42.5298,-83.7848,7462
Welcome,SC,34.8203,-82.4600,7462
Oak Ridge,NC,36.1740,-79.9916,7461
Arcadia,FL,27.2215,-81.8585,7460
Woodlake,CA,36.4122,-119.1000,7458
Escalon,CA,37.7912,-120.9982,7458
Dry Run,OH,39.1049,-84.3312,7457
Lake Mathews,CA,33.8250,-117.3683,7455
Haddon Heights,NJ,39.8792,-75.0645,7453
Lakes of the Four Seasons,IN,41.4074,-87.2202,7453
Fairwood,MD,38.9565,-76.7780,7453
Kenai,AK,60.5619,-151.1985,7452
Williamsburg,FL,28.4014,-81.4462,7449
Caribou,ME,46.8662,-67.9920,7448
Clewiston,FL,26.7529,-80.9399,7447
Longboat Key,FL,27.3926,-82.6341,7446
Lucas,TX,33.0942,-96.5797,7437
Moapa Valley,NV,36.6078,-114.4566,7436
St. Louis,MI,43.4082,-84.6118,7435
Sky Lake,FL,28.4611,-81.3913,7431
Swainsboro,GA,32.5866,-82.3345,7430
Palmyra,NJ,40.0025,-75.0360,7429
Great Neck Plaza,NY,40.7869,-73.7262,7429
Chehalis,WA,46.6638,-122.9650,7427
Freeland,MI,43.5198,-84.1124,7427
Hughson,CA,37.6020,-120.8660,7425
McCook,NE,40.2046,-100.6216,7425
Wayne,PA,40.0409,-75.3945,7425
Auburn,GA,34.0156,-83.8319,7424
Gettysburg,PA,39.8304,-77.2339,7423
Inverness,FL,28.8416,-82.3418,7423
Eagle,CO,39.6366,-106.8125,7420
Santa Clara,UT,37.1312,-113.6560,7418
Lackland AFB,TX,29.3866,-98.6179,7417
Lecanto,FL,28.8359,-82.4880,7416
Trumann,AR,35.6770,-90.5259,7416
Old Town,ME,44.9491,-68.7249,7415
Hudson Falls,NY,43.3042,-73.5819,7413
Tuttle,OK,35.3068,-97.7564,7412
Glenside,PA,40.1032,-75.1517,7411
Emmett,ID,43.8693,-116.4916,7408
Batesville,MS,34.3148,-89.9249,7404
Steele Creek,AK,64.9295,-147.3955,7399
Charles City,IA,43.0646,-92.6745,7399
New Canaan,CT,41.1420,-73.4905,7399
Joshua Tree,CA,34.1236,-116.3128,7398
Woodlake,VA,37.4215,-77.6783,7398
Pike Creek,DE,39.7488,-75.6950,7398
Greenville,AL,31.8437,-86.6380,7395
North Bend,WA,47.4900,-121.7741,7393
Marshfield,MO,37.3424,-92.9107,7391
East Foothills,CA,37.3826,-121.8138,7391
Franklin,CA,37.3275,-120.5321,7386
La Follette,TN,36.3718,-84.1256,7384
North Riverside,IL,41.8461,-87.8263,7382
Madras,OR,44.6483,-121.1390,7381
Galliano,LA,29.4470,-90.3096,7378
